Temperature,Humidity,Light,CO2,Occupancy,Weekend
20.79,29.89,0.0,493.0,0,no
20.79,29.795,0.0,496.5,0,no
20.79,30.05,0.0,490.0,0,no
20.79,29.85,0.0,493.5,0,no
20.79,29.45,0.0,489.0,0,no
20.79,29.83,0.0,486.333333333333,0,no
20.79,29.445,0.0,486.5,0,no
20.79,29.39,0.0,486.0,0,no
20.79,29.55,0.0,486.0,0,no
20.79,29.39,0.0,486.0,0,no
20.79,30.2,0.0,488.0,0,no
20.79,29.7933333333333,0.0,489.333333333333,0,no
20.79,29.39,0.0,488.5,0,no
20.79,29.245,0.0,488.0,0,no
20.79,29.05,0.0,493.0,0,no
20.79,29.2475,0.0,489.0,0,no
20.79,30.6,0.0,486.0,0,no
20.79,29.79,0.0,486.666666666667,0,no
20.745,29.545,0.0,490.5,0,no
20.79,29.945,0.0,487.5,0,no
20.79,30.045,0.0,488.0,0,no
20.79,29.59,0.0,494.0,0,no
20.79,29.495,0.0,492.0,0,no
20.79,29.95,0.0,487.5,0,no
20.79,29.795,0.0,489.5,0,no
20.7,29.79,0.0,488.0,0,no
20.7,29.0,0.0,488.0,0,no
20.79,29.495,0.0,492.0,0,no
20.79,29.33,0.0,488.0,0,no
20.79,29.2,0.0,486.0,0,no
20.79,29.84,0.0,489.0,0,no
20.76,29.426666666666698,0.0,488.333333333333,0,no
20.745,29.52,0.0,487.5,0,no
20.79,29.5,0.0,489.0,0,no
20.79,28.895,0.0,495.0,0,no
20.7,29.145,0.0,492.0,0,no
20.7225,29.67,0.0,488.75,0,no
20.7,29.356666666666698,0.0,491.0,0,no
20.745,29.39,0.0,492.5,0,no
20.745,29.29,0.0,486.0,0,no
20.7,29.39,0.0,495.0,0,no
20.7,29.34,0.0,494.5,0,no
20.7,28.65,0.0,495.0,0,no
20.7,28.9,0.0,496.0,0,no
20.7,29.6,0.0,490.5,0,no
20.7,29.695,0.0,492.0,0,no
20.7,28.645,0.0,485.0,0,no
20.7,29.2633333333333,0.0,490.333333333333,0,no
20.7,29.29,0.0,489.0,0,no
20.7,29.996666666666698,0.0,490.0,0,no
20.7,29.496666666666698,0.0,493.333333333333,0,no
20.7,29.2,0.0,488.0,0,no
20.7,29.13,0.0,490.666666666667,0,no
20.7,28.7225,0.0,489.0,0,no
20.7,29.0266666666667,0.0,487.0,0,no
20.7,29.545,0.0,490.5,0,no
20.7,28.895,0.0,494.0,0,no
20.7,28.895,0.0,494.5,0,no
20.7,29.195,0.0,486.0,0,no
20.7,29.4,0.0,488.5,0,no
20.7,29.945,0.0,489.5,0,no
20.7,29.445,0.0,491.5,0,no
20.7,29.195,0.0,489.0,0,no
20.7,29.09,0.0,491.5,0,no
20.7,29.3,0.0,489.0,0,no
20.7,28.995,0.0,492.5,0,no
20.7,29.045,0.0,491.0,0,no
20.7,29.35,0.0,485.0,0,no
20.7,28.745,0.0,488.0,0,no
20.7,28.495,0.0,489.5,0,no
20.7,28.56,0.0,486.333333333333,0,no
20.7,28.2,0.0,487.0,0,no
20.6,28.0,0.0,487.0,0,no
20.7,28.8,0.0,491.5,0,no
20.7,28.29,0.0,487.0,0,no
20.6333333333333,28.996666666666698,0.0,487.0,0,no
20.6,28.195,0.0,488.0,0,no
20.6,28.33,0.0,486.333333333333,0,no
20.6,28.4,0.0,486.0,0,no
20.6,28.1,0.0,487.0,0,no
20.6,28.495,0.0,497.0,0,no
20.6,29.0,0.0,498.0,0,no
20.6,28.945,0.0,497.0,0,no
20.6,28.79,0.0,496.5,0,no
20.6,28.033333333333303,0.0,487.0,0,no
20.5,27.995,0.0,486.5,0,no
20.5,27.895,0.0,491.5,0,no
20.5,28.59,0.0,489.0,0,no
20.533333333333303,28.0233333333333,0.0,488.0,0,no
20.5,27.79,0.0,487.0,0,no
20.5,27.79,0.0,488.0,0,no
20.55,28.195,0.0,488.5,0,no
20.5,28.0966666666667,0.0,495.0,0,no
20.5,27.963333333333303,0.0,499.333333333333,0,no
20.55,28.1,0.0,499.0,0,no
20.55,28.245,0.0,489.0,0,no
20.55,28.195,0.0,489.5,0,no
20.5,27.79,0.0,486.0,0,no
20.5,28.0966666666667,0.0,490.333333333333,0,no
20.5,27.7,0.0,488.0,0,no
20.5,28.16,0.0,484.666666666667,0,no
20.5,27.73,0.0,491.666666666667,0,no
20.5,28.7,0.0,492.0,0,no
20.5,28.445,0.0,488.5,0,no
20.533333333333303,28.0,0.0,489.333333333333,0,no
20.6,27.9,0.0,490.0,0,no
20.55,27.6,0.0,491.5,0,no
20.55,28.04,0.0,493.5,0,no
20.5,28.895,0.0,491.0,0,no
20.5,28.195,0.0,498.5,0,no
20.5,28.145,0.0,486.0,0,no
20.5666666666667,29.03,0.0,489.333333333333,0,no
20.6,28.1,0.0,488.0,0,no
20.6,27.95,0.0,489.5,0,no
20.6,27.84,0.0,488.0,0,no
20.6,28.4,0.0,493.5,0,no
20.6,27.995,0.0,497.5,0,no
20.65,28.495,0.0,496.5,0,no
20.6,28.0,0.0,493.0,0,no
20.6,28.29,0.0,492.0,0,no
20.6,27.84,0.0,491.5,0,no
20.6,27.7633333333333,0.0,494.0,0,no
20.6,27.745,0.0,493.0,0,no
20.6,27.945,0.0,492.0,0,no
20.6,27.945,0.0,493.5,0,no
20.6,28.1,0.0,497.0,0,no
20.6,28.29,0.0,499.0,0,no
20.6,27.695,0.0,501.0,0,no
20.6,28.1475,0.0,498.25,0,no
20.6,28.29,0.0,498.0,0,no
20.6,28.03,0.0,498.0,0,no
20.6,27.53,0.0,495.0,0,no
20.6,27.7,0.0,493.0,0,no
20.6,27.995,0.0,494.5,0,no
20.6,27.295,0.0,495.0,0,no
20.6,27.495,0.0,494.5,0,no
20.7,27.79,0.0,500.0,0,no
20.65,27.59,0.0,499.5,0,no
20.6,27.5633333333333,0.0,497.666666666667,0,no
20.65,27.95,0.0,489.5,0,no
20.6,27.4,0.0,490.0,0,no
20.6,27.79,0.0,493.0,0,no
20.6,27.445,0.0,497.5,0,no
20.6,27.79,0.0,503.0,0,no
20.6,28.5,0.0,502.0,0,no
20.6,27.3633333333333,0.0,497.666666666667,0,no
20.6,27.0,0.0,498.0,0,no
20.6,27.2,0.0,499.0,0,no
20.65,27.34,0.0,495.5,0,no
20.7,27.65,0.0,497.5,0,no
20.65,27.695,0.0,497.0,0,no
20.6,27.53,0.0,495.666666666667,0,no
20.6,27.2266666666667,0.0,495.666666666667,0,no
20.6,27.79,0.0,498.0,0,no
20.6333333333333,27.0966666666667,0.0,497.0,0,no
20.6,26.84,0.0,498.0,0,no
20.6,26.896666666666697,0.0,500.0,0,no
20.6,27.195,0.0,497.0,0,no
20.6,27.745,0.0,499.0,0,no
20.6,27.5666666666667,0.0,499.333333333333,0,no
20.55,27.495,0.0,498.5,0,no
20.55,27.445,0.0,502.5,0,no
20.6,26.895,0.0,501.0,0,no
20.55,27.55,0.0,499.0,0,no
20.6,27.245,0.0,504.5,0,no
20.6,27.496666666666698,0.0,508.0,0,no
20.5666666666667,27.0933333333333,0.0,501.333333333333,0,no
20.55,26.995,0.0,502.5,0,no
20.6,27.04,0.0,502.0,0,no
20.6,27.04,0.0,504.666666666667,0,no
20.6,27.245,0.0,506.5,0,no
20.6,26.65,0.0,508.0,0,no
20.55,26.85,0.0,505.5,0,no
20.6,26.8,0.0,502.333333333333,0,no
20.6,27.1666666666667,0.0,500.0,0,no
20.6,26.89,0.0,498.0,0,no
20.55,27.39,0.0,503.0,0,no
20.6,26.996666666666698,0.0,502.333333333333,0,no
20.6,27.3633333333333,0.0,500.333333333333,0,no
20.6,26.7,0.0,499.0,0,no
20.6,26.496666666666698,0.0,507.666666666667,0,no
20.6,27.0,0.0,504.0,0,no
20.6,26.89,0.0,505.0,0,no
20.6,26.5,0.0,505.0,0,no
20.55,26.795,0.0,506.5,0,no
20.6,26.7633333333333,0.0,506.0,0,no
20.6,26.5,0.0,505.0,0,no
20.6,27.15,0.0,504.0,0,no
20.6,26.85,0.0,509.0,0,no
20.6,26.7933333333333,0.0,505.666666666667,0,no
20.6,27.145,0.0,508.0,0,no
20.6,27.2,0.0,506.0,0,no
20.5666666666667,27.1566666666667,0.0,499.0,0,no
20.575,27.0425,0.0,504.666666666667,0,no
20.6,26.84,0.0,508.666666666667,0,no
20.6,26.6,0.0,510.5,0,no
20.6,26.65,0.0,506.0,0,no
20.55,26.79,0.0,504.0,0,no
20.6,26.545,0.0,506.0,0,no
20.6,26.395,0.0,507.0,0,no
20.6,26.8,0.0,508.5,0,no
20.6,26.73,0.0,510.333333333333,0,no
20.6,26.89,0.0,508.0,0,no
20.6,26.65,0.0,502.0,0,no
20.6,26.5675,0.0,511.0,0,no
20.6,27.0,0.0,514.0,0,no
20.6,27.245,0.0,508.0,0,no
20.6,26.59,0.0,506.5,0,no
20.6,26.89,0.0,508.0,0,no
20.6,26.6,0.0,510.333333333333,0,no
20.6,26.2,0.0,507.0,0,no
20.6,26.15,0.0,511.5,0,no
20.6,26.79,0.0,512.0,0,no
20.6,26.77,0.0,515.25,0,no
20.6,26.245,0.0,514.0,0,no
20.6,26.7,0.0,513.0,0,no
20.6666666666667,26.26,0.0,516.0,0,no
20.65,26.35,0.0,516.0,0,no
20.7,26.7,0.0,510.0,0,no
20.7,26.7,0.0,510.0,0,no
20.65,26.245,0.0,510.5,0,no
20.6,27.0,0.0,516.0,0,no
20.6,26.295,0.0,520.0,0,no
20.6,26.545,0.0,518.666666666667,0,no
20.6,26.0,0.0,516.5,0,no
20.6,26.0,0.0,518.0,0,no
20.65,26.0,0.0,516.5,0,no
20.6,26.2,0.0,511.0,0,no
20.65,26.445,0.0,509.5,0,no
20.6666666666667,26.3,0.0,521.0,0,no
20.65,26.245,0.0,513.333333333333,0,no
20.6,26.195,0.0,518.0,0,no
20.6,26.495,0.0,521.0,0,no
20.6,26.3,0.0,516.5,0,no
20.6,26.0966666666667,0.0,514.0,0,no
20.6,26.1,0.0,518.0,0,no
20.6,27.0,0.0,517.0,0,no
20.6,26.2933333333333,0.0,519.0,0,no
20.6,26.55,0.0,521.5,0,no
20.6,26.56,0.0,525.666666666667,0,no
20.6,26.1,0.0,524.0,0,no
20.6,25.7,0.0,522.0,0,no
20.6,25.79,0.0,523.0,0,no
20.6,26.245,0.0,521.5,0,no
20.6,26.145,0.0,524.5,0,no
20.6,26.39,0.0,526.0,0,no
20.6,26.2,0.0,526.0,0,no
20.6,26.15,0.0,524.5,0,no
20.6,26.3,0.0,527.75,0,no
20.6,25.945,0.0,528.0,0,no
20.7,26.0,0.0,522.0,0,no
20.6,25.945,0.0,526.5,0,no
20.6,25.8,0.0,532.0,0,no
20.6,26.295,0.0,534.5,0,no
20.6,26.09,0.0,531.0,0,no
20.6,25.85,0.0,535.0,0,no
20.55,25.6,0.0,533.5,0,no
20.6,26.1,0.0,533.0,0,no
20.6,26.045,0.0,530.0,0,no
20.6,25.663333333333302,0.0,532.0,0,no
20.6,25.7633333333333,0.0,532.666666666667,0,no
20.6,25.6,0.0,534.5,0,no
20.7,25.7,0.0,537.0,0,no
20.7,25.8666666666667,0.0,539.0,0,no
20.6666666666667,25.8333333333333,0.0,543.0,0,no
20.6,26.1666666666667,0.0,542.666666666667,0,no
20.7,26.5,0.0,542.0,0,no
20.6,25.995,0.0,535.5,0,no
